,country,name,releaseDate,issue,produce,theaterCount,tickets,ticketChangeRate,amounts,totalTickets,totalAmounts,week,week_amount
0,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",6,318,-0.7052826691380908,50330.0,1297,207460.0,0830-0905,495300.0
1,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",6,493,0.550314465408805,78800.0,1790,286260.0,0906-0912,221212.0
2,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",4,61,-0.8762677484787018,9760.0,1851,296020.0,0913-0919,164445.0
3,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",2,30,-0.5081967213114754,4800.0,1881,300820.0,0920-0926,437538.0
4,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",1,1639,53.63333333333333,262240.0,3520,563060.0,0927-1003,530421.0
5,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",1,2430,0.48261134838316044,388800.0,5950,951860.0,1004-1010,615938.0
6,中華民國,邪佞,2021-08-27T00:00:00,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",1,305,-0.8744855967078189,48800.0,6255,1000660.0,1011-1017,1487328.0
