,country,name,releaseDate,issue,produce,theaterCount,tickets,ticketChangeRate,amounts,totalTickets,totalAmounts,week,week_amount
0,中華民國,靈語,2021-05-12T00:00:00,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,風尚國際文化傳媒股份有限公司,星和製作",53,5978,1.0,1462680.0,9465,2286917.0,1018-1024,2549123.0
1,中華民國,靈語,2021-05-12T00:00:00,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,風尚國際文化傳媒股份有限公司,星和製作",53,4730,-0.20876547340247575,1129633.0,14195,3416550.0,1025-1031,2261993.0
2,中華民國,靈語,2021-05-12T00:00:00,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,風尚國際文化傳媒股份有限公司,星和製作",52,1121,-0.7630021141649048,260536.0,15316,3677086.0,1101-1107,7739559.0
3,中華民國,靈語,2021-05-12T00:00:00,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,風尚國際文化傳媒股份有限公司,星和製作",22,245,-0.7814451382694023,56930.0,15561,3734016.0,1108-1114,5729052.0
4,中華民國,靈語,2021-05-12T00:00:00,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,風尚國際文化傳媒股份有限公司,星和製作",3,23,-0.9061224489795918,5200.0,15584,3739216.0,1115-1121,8456463.0
5,中華民國,靈語,2021-05-12T00:00:00,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,風尚國際文化傳媒股份有限公司,星和製作",1,3,-0.8695652173913043,610.0,15587,3739826.0,1122-1128,7746814.0
