,country,name,releaseDate,issue,produce,theaterCount,tickets,ticketChangeRate,amounts,totalTickets,totalAmounts,week,week_amount
0,中華民國,金錢男孩MONEYBOYS,2021-11-19T00:00:00,前景娛樂有限公司,"台北市電影委員會,前景娛樂有限公司,KGP Filmproduktion,Zorba ,Panache Productions,ARTE France Cinéma,La Cie Cinématographique",43,2833,-0.3273979107312441,661336.0,6764,1600318.0,1122-1128,7746814.0
1,中華民國,金錢男孩MONEYBOYS,2021-11-19T00:00:00,前景娛樂有限公司,"台北市電影委員會,前景娛樂有限公司,KGP Filmproduktion,Zorba ,Panache Productions,ARTE France Cinéma,La Cie Cinématographique",37,1007,-0.644546417225556,224700.0,7771,1825018.0,1129-1205,78670840.0
2,中華民國,金錢男孩MONEYBOYS,2021-11-19T00:00:00,前景娛樂有限公司,"台北市電影委員會,前景娛樂有限公司,KGP Filmproduktion,Zorba ,Panache Productions,ARTE France Cinéma,La Cie Cinématographique",10,486,-0.5173783515392254,83492.0,8257,1908510.0,1206-1212,66005448.0
3,中華民國,金錢男孩MONEYBOYS,2021-11-19T00:00:00,前景娛樂有限公司,"台北市電影委員會,前景娛樂有限公司,KGP Filmproduktion,Zorba ,Panache Productions,ARTE France Cinéma,La Cie Cinématographique",8,179,-0.6316872427983539,36515.0,8436,1945025.0,1213-1219,39061776.0
4,中華民國,金錢男孩MONEYBOYS,2021-11-19T00:00:00,前景娛樂有限公司,"台北市電影委員會,前景娛樂有限公司,KGP Filmproduktion,Zorba ,Panache Productions,ARTE France Cinéma,La Cie Cinématographique",3,29,-0.8379888268156425,7180.0,8465,1952205.0,1220-1226,25759859.0
